chr,start,end
chr1,64124521,64167494
chr1,72746522,72822824
chr1,79133392,79155134
chr1,81370821,81393190
chr1,81999669,82047183
chr1,91235444,91259116
chr1,102608347,102619809
chr1,108300142,108320913
chr1,112695675,112706206
chr1,144938880,145004743
chr1,149041711,149190306
chr1,152555177,152586226
chr1,152757691,152776743
chr1,167654208,167671442
chr1,169233963,169255390
chr1,170370783,170383224
chr1,171797732,171814965
chr1,176951398,176978959
chr1,187154066,187165290
chr1,188216585,188248649
chr1,189528481,189549585
chr1,190536071,190546399
chr1,190976384,191015560
chr1,196711068,196802060
chr1,199583483,199598783
chr1,206261293,206290877
chr1,209640792,209700168
chr1,211918247,211971129
chr1,236018042,236036767
chr1,236911752,236924892
chr1,239775818,239798348
chr1,240391729,240407422
chr2,6642102,6669180
chr2,34699316,34727855
chr2,52754457,52781283
chr2,71591593,71627860
chr2,89143757,91727980
chr2,100280199,100291413
chr2,100894231,100917942
chr2,126740630,126765728
chr2,129010940,129029107
chr2,150956305,150968610
chr2,189170302,189202876
chr2,213096686,213117769
chr3,3617017,3633342
chr3,4121224,4234557
chr3,11020034,11031990
chr3,26591277,26611857
chr3,46801806,46847526
chr3,64078010,64098754
chr3,64279252,64305913
chr3,69478830,69494886
chr3,79722844,79738238
chr3,83463684,83504312
chr3,98796342,98814248
chr3,125712259,125722320
chr3,126737269,126877407
chr3,127577790,127604461
chr3,129760623,129792455
chr3,135696275,135706366
chr3,137657513,137667622
chr3,155433794,155490855
chr3,162513138,162615903
chr3,164496690,164564528
chr3,186015715,186031281
chr3,191721895,191742079
chr3,193417180,193449111
chr4,4103333,4171323
chr4,21372272,21383728
chr4,29874404,29923228
chr4,64697458,64708246
chr4,67880044,67904161
chr4,70127633,70226887
chr4,150145452,150196711
chr4,160806512,160827512
chr4,161838874,161873988
chr4,170040584,170065351
chr5,717368,825641
chr5,4000068,4013641
chr5,5868887,5903633
chr5,14415591,14433019
chr5,17481600,17515789
chr5,76209302,76224125
chr5,92065596,92082555
chr5,106768277,106779702
chr5,116084667,116104043
chr5,119615736,119628606
chr5,135368868,135396084
chr5,147040078,147062458
chr5,150205489,150224083
chr5,179051539,179096306
chr5,180380192,180433264
chr6,26681910,26765056
chr6,29871637,29908469
chr6,32454512,32509271
chr6,66083101,66121072
chr6,77014510,77027769
chr6,78969054,79035173
chr6,88639015,88655801
chr6,103747719,103762049
chr6,107424251,107446845
chr6,118943469,118960459
chr6,134582345,134606374
chr6,136275746,136305362
chr6,162501658,162513755
chr7,8973958,8986822
chr7,10294102,10308735
chr7,16731193,16751230
chr7,30865138,30878708
chr7,49817958,49833246
chr7,52992791,53007965
chr7,55207448,55218903
chr7,64930417,65072093
chr7,65901544,65972222
chr7,70420978,70431587
chr7,97492647,97503140
chr7,115269000,115289619
chr7,116109914,116125172
chr7,125587607,125599204
chr7,133785166,133798097
chr7,139097608,139112208
chr7,143927796,144074929
chr7,150299274,150340211
chr7,157575991,157598590
chr7,157941944,157954912
chr8,594933,606452
chr8,1561757,1583640
chr8,2128062,2142374
chr8,2254676,2272426
chr8,2460396,2487861
chr8,5079027,5089101
chr8,5112407,5152760
chr8,7403272,7776618
chr8,7783151,7809894
chr8,7866151,8009192
chr8,9710944,9721453
chr8,11987715,12281109
chr8,21477628,21494780
chr8,49905381,49941703
chr8,50460007,50480601
chr8,52465779,52492792
chr8,62765703,62785036
chr8,81013939,81071367
chr8,83294782,83317817
chr8,83406707,83427914
chr8,96995277,97008834
chr8,99263848,99304130
chr8,111777771,111794001
chr8,112418177,112455997
chr8,117668154,117706218
chr8,136207952,136220954
chr8,139604674,139641419
chr8,144705146,144750548
chr9,192130,217099
chr9,1771820,1787880
chr9,11085100,11097217
chr9,44209784,45119755
chr9,68995223,69826968
chr9,89545961,89573083
chr9,93842022,93855525
chr9,101092317,101128234
chr9,102972470,102993899
chr9,119510167,119529250
chr9,122844355,122861508
chr9,128932070,128954297
chr9,140272992,140291031
chr10,49871163,49894490
chr10,56955924,56996718
chr10,86432177,86455880
chr10,121834566,121869074
chr10,123338976,123366335
chr10,135358665,135506692
chr11,15171856,15182292
chr11,18949061,18961053
chr11,25702322,25724078
chr11,80932731,80948706
chr11,81635696,81657819
chr11,86320309,86331633
chr11,111020343,111040210
chr12,150431,199532
chr12,2019604,2034887
chr12,8520545,8584660
chr12,11512481,11543374
chr12,24858613,24885705
chr12,26135272,26153881
chr12,26246709,26259859
chr12,26443653,26461768
chr12,32822607,32864527
chr12,34207010,34217670
chr12,34464458,34532722
chr12,40985379,40996013
chr12,44444691,44457604
chr12,47057635,47088132
chr12,48742525,48806998
chr12,49025473,49054799
chr12,59979026,59992844
chr12,61524956,61536108
chr12,61694875,61712594
chr12,64278103,64291348
chr12,64422512,64438516
chr12,66166747,66189826
chr12,85214823,85237846
chr12,114173470,114183783
chr12,117423265,117436107
chr12,119553999,119582332
chr12,121542974,121561052
chr12,126877745,126909112
chr12,130817976,130841561
chr12,132249489,132278530
chr12,132647371,132887378
chr13,20236386,20268615
chr13,22085996,22121291
chr13,24605801,24618291
chr13,25029377,25041187
chr13,25572907,25589205
chr13,29904319,29934659
chr13,38075893,38115110
chr13,56211545,56290599
chr13,57763752,57778368
chr13,59941683,59974079
chr13,83707431,83762286
chr13,95831079,95848393
chr13,109777504,109792361
chr13,110543256,110554952
chr13,112289329,112312278
chr14,37548387,37573218
chr14,44429846,44441701
chr14,59534603,59548768
chr14,83274468,83286029
chr14,92585680,92615375
chr14,105365305,105384959
chr14,106197116,106291201
chr14,106342306,106723342
chr15,20820056,20875833
chr15,22161334,22210804
chr15,27919486,27932908
chr15,32023286,32054272
chr15,53689033,53702903
chr15,56787665,56801701
chr15,70238369,70263883
chr15,74860686,74914263
chr15,76860199,76895763
chr15,88979941,88998547
chr15,101425267,101441456
chr15,102405125,102459244
chr16,3406627,3425325
chr16,8408724,8421777
chr16,17837152,17856020
chr16,33338113,33528744
chr16,61830403,61860593
chr16,63901391,64331503
chr16,70119742,70301198
chr16,82096186,82113191
chr17,2999053,3011645
chr17,34460376,34629684
chr17,44219556,44247164
chr17,58880828,58912748
chr17,75228931,75247957
chr18,13292249,13314040
chr18,13480744,13514870
chr18,51123634,51134262
chr18,70695826,70710778
chr18,72276608,72348815
chr18,76587073,76633386
chr19,38872009,38903718
chr19,52400674,52415695
chr19,54730203,54753503
chr19,56297096,56307723
chr20,1572192,1593837
chr20,21875729,21891217
chr21,17903974,17921423
chr21,21626874,21638850
chr21,24301816,24320817
chr21,25766352,25790164
chr21,43471959,43486168
chr21,47989805,48004422
chr22,23058930,23223233
chr22,24368345,24396802
chrX,47781211,47890814
chrX,76195982,76378832
chrX,88286642,88408734
chrX,88818514,88843925
chrX,88939628,89076175
chrX,89546130,89674220
chrX,89707253,89748800
chrX,91827345,92010345
chrX,92190867,92243399
chr1,1627907,1693318
chr1,16909598,17089337
chr1,17093246,17114700
chr1,54045181,54062273
chr1,64117538,64167494
chr1,72749849,72811136
chr1,91235444,91259116
chr1,102608347,102619809
chr1,112695675,112706206
chr1,149041711,149190306
chr1,152555177,152586528
chr1,152757691,152768688
chr1,189528481,189547626
chr1,190536071,190546399
chr1,190976384,191022171
chr1,194555332,194572325
chr1,196711068,196802060
chr1,210934812,210949495
chr1,211918247,211934369
chr1,236018042,236036767
chr1,236911752,236924892
chr1,240394004,240407422
chr2,4266943,4278838
chr2,31349284,31365108
chr2,34699316,34737045
chr2,52754457,52787949
chr2,71597630,71622041
chr2,77976687,77990149
chr2,89143757,89995025
chr2,90121340,90135873
chr2,235104968,235119710
chr3,60334,72871
chr3,4121224,4213964
chr3,11021003,11032829
chr3,26591277,26616795
chr3,46801806,46847229
chr3,89050534,89075813
chr3,98798439,98814248
chr3,125707076,125721850
chr3,126737269,126879285
chr3,137655589,137670749
chr3,144324073,144340603
chr3,162512646,162615903
chr3,164497951,164564528
chr3,186015623,186031281
chr3,186427518,186449365
chr4,21371992,21383728
chr4,27365128,27387573
chr4,64697458,64708246
chr4,67884759,67904161
chr4,70127633,70229422
chr4,150145452,150196711
chr5,725195,825641
chr5,2259513,2294688
chr5,17481600,17515789
chr5,61344838,61381507
chr5,106768277,106779305
chr5,107109827,107165264
chr5,147289667,147450563
chr5,180380192,180433264
chr6,29871637,29904865
chr6,32454512,32509271
chr6,77013545,77027294
chr6,78969054,79035173
chr6,102616877,103416019
chr6,103738177,103762049
chr7,8973958,8986822
chr7,47106816,47133809
chr7,49706592,49731735
chr7,49817958,49833580
chr7,68006219,68018930
chr7,74842440,75098918
chr7,76307762,76327887
chr7,81618994,81656565
chr7,115250209,115289619
chr7,116108624,116126801
chr7,133785166,133795653
chr7,141770498,141805530
chr7,144919058,144956574
chr7,157575991,157595237
chr7,158455002,158474403
chr8,1561757,1583640
chr8,2128062,2142374
chr8,5079027,5089101
chr8,5645820,5663557
chr8,12232270,12281109
chr8,24970502,24984333
chr8,58174108,58212765
chr8,135026133,135036616
chr8,136623381,136638533
chr9,44209784,44855725
chr9,68796282,69533026
chr9,90506806,90559154
chr9,93842022,93853087
chr9,101092019,101120251
chr9,128932070,128954557
chr10,56955924,56996718
chr10,67308580,67325453
chr10,121833091,121865969
chr10,135358665,135506692
chr11,18949061,18961166
chr11,25702322,25718969
chr11,81635696,81657819
chr11,86320309,86338835
chr11,111017035,111039561
chr12,150431,216039
chr12,26135272,26153881
chr12,26246709,26259859
chr12,34464458,34549106
chr12,47057635,47088132
chr12,61524956,61536108
chr12,132647371,132887378
chr13,25572907,25589205
chr13,29902632,29934659
chr13,38075954,38126240
chr13,44708721,44734696
chr13,57763136,57778368
chr13,58809433,58832386
chr13,65495231,65525205
chr13,68358110,68375561
chr13,93009397,93028528
chr13,110543256,110555040
chr13,112298968,112312278
chr13,112547398,112582344
chr14,105366500,105384959
chr14,106218574,106291201
chr14,106342306,106693466
chr15,22161334,22210804
chr15,27919486,27932908
chr15,32023286,32054272
chr15,56791013,56801701
chr15,70245554,70263883
chr16,3407259,3425325
chr16,54442646,54456932
chr16,63901391,64331503
chr16,86555874,86570689
chr17,34460376,34629684
chr17,44219556,44247164
chr17,75231745,75247957
chr19,22406541,22426520
chr19,56288942,56300337
chr20,1578951,1593837
chr20,21865151,21891217
chr20,60308846,60327993
chr21,17903974,17921423
chr22,23058930,23223233
chr22,24284771,24344410
chr22,24368345,24396802
chr22,26735526,26757126
chr22,49360425,49400082
chrX,47770537,47890814
chrX,76195982,76411572
chrX,88286642,88445331
chrX,88805597,89067333
chrX,89707253,89748800
chrX,91777766,91867195
chrX,92127283,92243399
chr1,62909,740857
chr1,1627907,1695789
chr1,16776805,17048467
chr1,72749849,72779079
chr1,72788714,72811904
chr1,144945034,145416584
chr1,149040067,149202866
chr1,152555695,152586582
chr1,189288811,189305535
chr1,196738612,196801643
chr2,34699316,34737045
chr2,52754457,52781530
chr2,89133113,89598696
chr2,90121340,90211593
chr2,90262396,91828661
chr2,189179248,189202876
chr3,4121224,4213964
chr3,46801806,46849577
chr3,84930140,84955510
chr3,126728813,126884593
chr3,129741355,129876983
chr3,162513138,162615903
chr3,195429597,195446910
chr4,12270,65966
chr4,4015444,4186049
chr4,64697458,64708246
chr4,70123499,70232112
chr4,93050576,93124994
chr4,165869527,165882281
chr4,186435120,186447570
chr4,190098563,190131442
chr4,190792948,190973548
chr5,725195,825641
chr5,17490742,17515789
chr5,21732736,21758500
chr5,57326269,57338357
chr5,107125306,107165264
chr5,147289667,147400410
chr5,180378877,180418091
chr6,29871637,29904865
chr6,32454512,32527272
chr6,77016889,77027769
chr6,78969054,79035173
chr6,94553886,94596350
chr6,102609099,103459790
chr6,103737965,103762049
chr7,109437081,109453898
chr7,133785166,133795653
chr7,143938302,144049367
chr8,331551,351546
chr8,7385256,7809894
chr8,7935844,8102819
chr8,11861798,12578078
chr8,24974432,24991995
chr9,41600371,44214733
chr9,44234440,44855725
chr9,69142757,69630327
chr10,53526210,53594970
chr10,56955924,56996718
chr10,114408130,114504533
chr10,135113088,135245767
chr10,135328652,135506692
chr11,4256118,4359044
chr11,18949061,18961085
chr11,25706955,25718969
chr11,27232243,27256904
chr11,71352128,71533919
chr12,8428424,8584660
chr12,11512481,11543374
chr12,132647371,132887378
chr13,38076256,38115110
chr13,57758259,57776557
chr13,69251969,69264673
chr14,42840593,42855705
chr14,106197116,106723342
chr14,107153056,107176213
chr15,56791013,56801701
chr16,63901391,64331503
chr16,78423189,78978176
chr17,34446916,34629684
chr17,44225754,44247164
chr19,35849482,35861836
chr20,1561569,1593837
chr22,23011462,23223233
chr22,24368345,24396802
chr22,34162974,34241270
chrX,47781211,47890814
chrX,88805597,89039867
chrX,89707253,89748800
chrX,92190299,92243399
chr1,61724,740857
chr1,1627907,1672591
chr1,16909598,17048467
chr1,72746522,72811904
chr1,75701682,75715571
chr1,112695675,112706128
chr1,120109114,120129553
chr1,144935478,145173411
chr1,149041852,149190306
chr1,152555177,152586226
chr1,152757691,152776743
chr1,160452874,160493693
chr1,196738612,196801643
chr2,12773,82820
chr2,588727,615425
chr2,9165289,9198751
chr2,10140652,10187811
chr2,23457817,23512957
chr2,34699316,34737045
chr2,52754457,52801074
chr2,71309587,71333111
chr2,89133113,89995025
chr2,90121404,90135873
chr2,90262396,91828661
chr2,98108993,98190137
chr2,127650269,127664488
chr2,189179248,189202876
chr2,189567945,189579317
chr2,243045455,243089444
chr3,86205,171308
chr3,624219,670236
chr3,4121224,4230372
chr3,46801806,46847604
chr3,64078010,64098754
chr3,73793713,73815899
chr3,89911360,89971384
chr3,119053463,119094288
chr3,125712259,125722320
chr3,126728813,126885105
chr3,129761125,129806040
chr3,129843537,129931611
chr3,140915944,140948499
chr3,154923312,154958084
chr3,162513138,162625983
chr4,12270,75174
chr4,4103333,4186049
chr4,64697458,64708246
chr4,70127633,70229422
chr4,77782349,77793932
chr4,139265553,139285676
chr4,186430502,186447570
chr4,190101263,190130444
chr4,190859784,190973548
chr5,676438,722384
chr5,725195,825641
chr5,17481600,17515789
chr5,102723524,102751199
chr5,103860362,103878401
chr5,107118723,107167046
chr5,135383967,135409670
chr5,147040078,147066905
chr5,150205489,150224083
chr5,180378877,180418091
chr6,26691643,26768557
chr6,29871637,29904865
chr6,32454512,32509271
chr6,77016889,77027769
chr6,78969054,79035173
chr6,102616877,103459790
chr6,103737965,103762049
chr7,10010908,10030990
chr7,10294102,10308735
chr7,97395449,97454314
chr7,109437081,109454259
chr7,133785166,133795622
chr7,159108392,159119708
chr8,7323442,7809894
chr8,7935844,8055248
chr8,11859741,12587390
chr8,54528267,54560211
chr8,112276923,112295248
chr8,136623381,136634612
chr8,137824738,137860989
chr9,41475095,44214733
chr9,44243423,44864688
chr9,68995223,69567855
chr10,56955924,56996718
chr10,67308019,67325453
chr10,115120437,115165889
chr10,135328652,135506692
chr11,4256118,4386914
chr11,18950245,18961284
chr11,25702322,25718969
chr11,45063948,45088967
chr11,134843811,134944770
chr12,11512481,11543374
chr12,122763524,122803491
chr12,132647371,132887378
chr13,38071136,38115110
chr13,57758259,57778368
chr13,69252996,69264673
chr14,44427842,44441701
chr14,100198925,100215733
chr14,106167476,106821724
chr14,107160326,107179847
chr15,56790692,56801701
chr16,32033375,32303477
chr16,63901391,64331503
chr16,78422911,78978215
chr17,34446916,34629684
chr17,37043453,37074573
chr17,44219556,44247164
chr18,6690638,6712558
chr18,30863305,30892123
chr18,37490300,37519284
chr18,39931540,39943193
chr19,35849482,35861158
chr19,39035021,39060014
chr20,1561569,1593837
chr20,16264937,16286846
chr20,42216531,42227012
chr22,23054204,23223233
chr22,24300786,24344410
chr22,24350518,24394003
chr22,34163357,34241270
chrX,47781211,47890814
chrX,88939628,89067333
chrX,92190299,92243399
chr1,61724,752566
chr1,1627907,1687675
chr1,4972187,5001911
chr1,7931589,7944264
chr1,12721945,12734774
chr1,16909598,17048467
chr1,26173553,26210164
chr1,33829938,33846228
chr1,36568237,36628479
chr1,37331909,37344716
chr1,48108141,48180952
chr1,54045181,54061978
chr1,54963959,55048190
chr1,63574196,63597260
chr1,64102115,64173484
chr1,64456112,64477712
chr1,64772787,64785839
chr1,64913566,64951195
chr1,67843073,67855297
chr1,72749849,72822824
chr1,79132165,79155134
chr1,79671046,79689449
chr1,81374556,81393190
chr1,81857883,81893618
chr1,82019106,82031603
chr1,91193050,91259116
chr1,95016664,95062066
chr1,98528453,98547502
chr1,102608347,102619809
chr1,107056116,107092899
chr1,110320105,110333210
chr1,110597152,110608862
chr1,112695675,112706206
chr1,120109114,120154798
chr1,144938880,144991278
chr1,149062816,149190306
chr1,152552808,152586226
chr1,152757691,152776743
chr1,163010746,163028305
chr1,164812155,164838752
chr1,165737456,165765028
chr1,168752299,168765744
chr1,175554080,175575592
chr1,176951398,176978959
chr1,189528481,189549585
chr1,189551971,189562375
chr1,190536071,190546399
chr1,191890635,191928070
chr1,195814736,195828499
chr1,196711068,196802060
chr1,204267542,204283820
chr1,205574064,205609410
chr1,209598856,209620195
chr1,209640792,209688722
chr1,211491131,211527953
chr1,211918247,211934369
chr1,212917532,212929231
chr1,221948552,221968224
chr1,224327899,224342013
chr1,236018042,236044766
chr1,239757060,239781166
chr1,240208241,240237046
chr2,4266989,4278838
chr2,18536913,18555076
chr2,30080629,30093352
chr2,31349284,31365108
chr2,34699316,34737045
chr2,52754457,52781283
chr2,71309587,71333111
chr2,71591593,71622041
chr2,89890738,90545103
chr2,100280199,100293110
chr2,100894231,100917942
chr2,181794258,181812594
chr2,182454778,182465301
chr2,189179248,189202876
chr2,189567945,189579317
chr2,230877850,230927156
chr2,240131245,240141748
chr3,3617017,3633342
chr3,4121224,4211184
chr3,6212664,6223313
chr3,11019623,11039702
chr3,26532574,26577480
chr3,26591277,26611857
chr3,46801806,46847604
chr3,64073094,64098754
chr3,68724681,68747401
chr3,79722844,79738238
chr3,83463684,83498730
chr3,89050534,89075813
chr3,89407655,89420476
chr3,98796342,98814248
chr3,98969438,98987607
chr3,104677891,104712400
chr3,119866723,119883131
chr3,125375596,125387485
chr3,126757506,126879285
chr3,127098812,127113312
chr3,135696275,135713583
chr3,162552057,162615903
chr3,164496690,164564528
chr3,166689011,166710475
chr3,186015623,186031281
chr3,186427518,186446087
chr3,188149587,188160733
chr3,191721895,191742079
chr3,193423885,193437652
chr3,197290159,197314810
chr4,21372272,21383728
chr4,27365128,27387573
chr4,64697458,64708246
chr4,67884759,67904161
chr4,70127633,70229422
chr4,75261408,75328806
chr4,77782349,77795950
chr4,79137566,79158203
chr4,97111259,97123607
chr4,113768667,113922148
chr4,119044089,119103264
chr4,141590315,141611769
chr4,160806512,160827512
chr4,164275856,164298239
chr4,164301976,164315692
chr4,170043546,170065351
chr4,186435846,186447570
chr5,725195,825641
chr5,2259513,2295076
chr5,5868887,5912054
chr5,6693392,6731604
chr5,17481600,17515789
chr5,52028783,52053924
chr5,70956512,70974576
chr5,84409232,84435698
chr5,92062933,92082555
chr5,106768277,106779702
chr5,107109827,107165264
chr5,110409967,110420445
chr5,134639916,134652570
chr5,147264855,147452211
chr5,159664270,159687977
chr5,179082462,179096306
chr5,180210197,180273836
chr5,180380192,180433264
chr5,180600876,180620631
chr6,5370957,5383694
chr6,24791270,24808502
chr6,29871637,29904865
chr6,32454512,32509271
chr6,53931056,53942914
chr6,62206257,62241890
chr6,66521929,66583680
chr6,77014510,77027769
chr6,78949822,78962877
chr6,78969054,79035173
chr6,103738177,103762049
chr6,136281845,136305362
chr6,150611475,150622511
chr6,153960775,153978061
chr6,161174410,161189670
chr6,166498438,166514150
chr7,4883122,4900095
chr7,6764584,6939990
chr7,8973958,8986822
chr7,10007556,10027103
chr7,10294102,10308735
chr7,49811199,49833580
chr7,50255185,50267825
chr7,64941888,65069781
chr7,65901544,65972222
chr7,81621692,81656565
chr7,84744823,84762101
chr7,109437081,109453898
chr7,111230245,111266132
chr7,116088828,116118358
chr7,133785166,133798097
chr7,134395575,134412383
chr7,143911613,144051219
chr7,154111916,154133865
chr7,154676792,154694734
chr7,157575991,157595237
chr7,158261428,158280589
chr8,1561757,1583640
chr8,2128062,2142267
chr8,4105584,4129394
chr8,5118516,5152760
chr8,6287834,6302671
chr8,7403272,7776618
chr8,7783151,7832042
chr8,7866151,8055248
chr8,11949540,12585825
chr8,24970502,24984333
chr8,52465779,52481643
chr8,54528267,54545255
chr8,72562784,72601266
chr8,80690142,80706004
chr8,83294782,83317534
chr8,83406707,83427914
chr8,97238770,97269060
chr8,103777520,103817106
chr8,111420236,111451173
chr8,125569381,125600950
chr8,131635965,131647580
chr8,135154598,135165944
chr8,136205367,136220954
chr8,136623381,136638533
chr8,139614531,139641419
chr9,88019,188421
chr9,192130,217099
chr9,1771820,1787687
chr9,2967000,2978471
chr9,4315654,4334708
chr9,11085100,11097217
chr9,14115512,14129298
chr9,24949255,24971815
chr9,37248794,37259024
chr9,41475095,42136014
chr9,44209784,44855725
chr9,44888116,45380018
chr9,68317831,69630327
chr9,71045523,71059889
chr9,71060698,71073883
chr9,80787053,80810926
chr9,80955416,80983748
chr9,81131629,81192807
chr9,81725580,81740239
chr9,86033080,86046077
chr9,86741462,86769798
chr9,89568979,89583754
chr9,90177852,90190897
chr9,91904052,91919868
chr9,92890214,92930033
chr9,93835081,93855525
chr9,95539742,95554119
chr9,101092019,101128234
chr9,101765842,101776872
chr9,102972470,102993899
chr9,104861953,104873300
chr9,105803673,105839570
chr9,107268433,107293507
chr9,113106988,113117291
chr9,114501707,114514774
chr9,122381936,122397270
chr9,127231950,127249134
chr9,137812980,137831530
chr9,138181481,138199455
chr9,140228144,140255821
chr10,1757008,1768768
chr10,2840048,2865170
chr10,11323050,11338340
chr10,27683352,27694764
chr10,28552169,28574624
chr10,47058781,47069678
chr10,56955924,56995810
chr10,61754081,61796090
chr10,65769867,65793994
chr10,67307940,67325453
chr10,84482622,84501254
chr10,85249879,85277892
chr10,86432177,86455880
chr10,95248031,95262497
chr10,121833091,121869074
chr10,129885669,129921841
chr10,133021697,133068710
chr10,134439479,134463595
chr10,135358665,135506692
chr11,5365693,5403334
chr11,16913849,16926240
chr11,18949061,18961166
chr11,25702322,25724078
chr11,33200477,33322992
chr11,46739135,46771040
chr11,80932731,80948706
chr11,81635696,81657819
chr11,86320309,86331633
chr11,92898343,92914900
chr11,93692301,93704460
chr11,94398300,94411665
chr11,116076503,116087932
chr11,118336891,118349295
chr11,118374530,118438789
chr12,161209,224353
chr12,8520545,8581129
chr12,34464458,34512767
chr12,49054800,49065987
chr12,61524956,61536108
chr12,74294308,74357131
chr12,84544532,84598626
chr12,117423265,117436107
chr12,132647371,132683036
chr13,20236386,20268615
chr13,22091154,22121291
chr13,22483197,22501496
chr13,25090537,25101328
chr13,25509385,25521899
chr13,29904319,29934659
chr13,38076256,38126240
chr13,42269328,42284276
chr13,44700184,44731082
chr13,54151604,54162482
chr13,56211545,56316044
chr13,57588602,57599668
chr13,57763279,57778368
chr13,58809433,58832386
chr13,59070901,59091043
chr13,65494196,65507078
chr13,74678464,74697856
chr13,78861537,78886002
chr13,83712774,83757792
chr13,93015472,93029016
chr13,112298968,112311656
chr13,112547398,112576691
chr14,22633669,22646684
chr14,42424595,42445032
chr14,44429846,44441701
chr14,59534603,59548768
chr14,83274468,83288149
chr14,105366500,105384959
chr14,106199365,106290969
chr14,106342306,106706125
chr14,107160326,107176213
chr14,107256841,107285437
chr15,19080070,19169035
chr15,22159030,22210804
chr15,25097250,25111171
chr15,27919486,27932908
chr15,32023286,32054272
chr15,43241695,43264116
chr15,56790996,56801701
chr15,70238369,70259349
chr15,76868216,76895763
chr15,88979941,89001344
chr16,650873,732031
chr16,17429598,17475645
chr16,20342573,20398843
chr16,54443224,54456082
chr16,63901391,64334663
chr16,70119742,70301198
chr16,75206393,75252306
chr16,81816140,81832987
chr16,86555874,86570689
chr17,221027,401126
chr17,21991482,22049070
chr17,32898485,32912092
chr17,34465090,34629684
chr17,37804799,37851227
chr17,39278789,39291158
chr17,44219556,44247164
chr17,50246998,50258854
chr17,68931413,68961714
chr17,75236951,75247957
chr18,64141843,64209010
chr18,70695826,70717327
chr18,72279247,72345993
chr18,76417560,76429766
chr19,15728104,15753423
chr19,35849482,35866942
chr19,47388307,47414252
chr19,54730203,54741307
chr19,56297254,56307723
chr20,51357730,51386033
chr20,60352122,60366933
chr21,11052618,11108136
chr21,17903974,17920138
chr21,19788988,19802315
chr21,20903433,20917591
chr21,23681914,23694082
chr21,25751865,25774644
chr21,32525346,32537469
chr22,23058930,23223233
chr22,24350518,24396802
chr22,32938417,32953616
chr22,41572462,41612450
chr22,48320641,48364272
chr22,49865199,49915084
chrX,134806,278275
chrX,47781211,47888931
chrX,76227771,76357623
chrX,88286642,88445331
chrX,88939628,89067333
chrX,89707253,89748800
chrX,91158913,91222067
chrX,92190867,92243399
chr1,85925,718651
chr1,1235639,1311716
chr1,1627907,1672591
chr1,4031027,4057402
chr1,6343591,6393324
chr1,6642483,6705944
chr1,9924946,9974792
chr1,10720718,10740641
chr1,16098981,16132361
chr1,16448883,16489774
chr1,16886124,17048467
chr1,17382563,17392980
chr1,17661753,17691727
chr1,19104777,19116478
chr1,22251608,22282619
chr1,22425632,22508943
chr1,26167844,26224633
chr1,26587264,26624327
chr1,27625008,27684396
chr1,34163720,34178636
chr1,37331909,37344716
chr1,38679382,38703337
chr1,40761849,40809858
chr1,44737479,44800880
chr1,48123749,48168523
chr1,53520156,53534357
chr1,54045181,54061978
chr1,54963959,55048190
chr1,57479137,57500176
chr1,57509179,57528240
chr1,58883031,58929681
chr1,59417117,59434904
chr1,63572137,63603451
chr1,64127005,64189993
chr1,64760388,64785839
chr1,64914488,64987909
chr1,65305878,65350844
chr1,65390094,65412480
chr1,65522103,65678419
chr1,68689414,68721968
chr1,71044479,71069095
chr1,72746522,72822824
chr1,72844833,72925894
chr1,81209907,81255287
chr1,81674498,81691980
chr1,81744610,81765440
chr1,81840386,81893618
chr1,81964593,81986458
chr1,84163668,84190263
chr1,89476428,89490270
chr1,90350825,90391493
chr1,91226448,91259116
chr1,91786580,91802480
chr1,95016664,95069659
chr1,98530185,98547502
chr1,110320105,110333210
chr1,113401377,113450534
chr1,113632713,113690073
chr1,116176706,116202811
chr1,144938880,145435931
chr1,149045076,149151508
chr1,149159330,149190306
chr1,152555177,152586105
chr1,152757691,152768247
chr1,164479480,164513161
chr1,164808205,164838752
chr1,169203555,169241754
chr1,171927625,171978828
chr1,174781630,174795065
chr1,177983049,178023643
chr1,179307960,179333303
chr1,180208287,180227314
chr1,195814736,195828499
chr1,196738612,196783614
chr1,196788990,196802060
chr1,200183694,200200951
chr1,202667493,202695419
chr1,204466849,204512820
chr1,205588050,205609410
chr1,209603253,209620195
chr1,212972158,213004443
chr1,217096281,217128076
chr1,223416350,223434924
chr1,224327899,224346186
chr1,230278894,230300080
chr1,232385052,232449377
chr1,232531777,232542090
chr1,238567072,238583700
chr1,240104630,240120188
chr2,34699316,34737045
chr2,35967124,35987935
chr2,47726525,47763369
chr2,52754457,52781530
chr2,70605001,70774092
chr2,89133113,90135873
chr2,91778630,91796672
chr2,128307680,128355891
chr2,130823224,130907334
chr2,131815797,131881067
chr2,136555485,136609746
chr2,188334402,188435643
chr2,188840209,188948124
chr2,189179248,189226866
chr2,189505987,189567775
chr2,189567945,189579317
chr2,200853426,200956929
chr2,207734090,207771397
chr2,208309510,208358742
chr3,4121224,4211184
chr3,11020915,11032829
chr3,18699978,18713139
chr3,26591277,26611857
chr3,46801806,46847604
chr3,54796749,54808162
chr3,64050661,64098754
chr3,65198956,65210440
chr3,66361030,66475868
chr3,111671795,111690151
chr3,112084678,112116643
chr3,112201376,112225628
chr3,125707076,125721739
chr3,126731991,126879285
chr3,129760623,129806912
chr3,148945708,148984444
chr3,155469079,155527287
