chromosome,start,end,value
chr1,225500000,225749999,0.003492
chr1,225750000,225999999,0.002832
chr1,226000000,226249999,0.003052
chr1,226250000,226499999,0.002276
chr1,226500000,226749999,0.002732
chr1,226750000,226999999,0.003
chr1,227000000,227249999,0.003456
chr1,227250000,227499999,0.003512
chr1,227500000,227749999,0.00302
chr1,227750000,227999999,0.003036
chr1,228000000,228249999,0.002976
chr1,228250000,228499999,0.003584
chr1,228500000,228749999,0.00358
chr1,228750000,228999999,0.005096
chr1,229000000,229249999,0.003632
chr1,229250000,229499999,0.002764
chr1,229500000,229749999,0.002736
chr1,229750000,229999999,0.002484
chr1,230000000,230249999,0.003744
chr1,230250000,230499999,0.003856
chr1,230500000,230749999,0.00356
chr1,230750000,230999999,0.00394
chr1,231000000,231249999,0.002988
chr1,231250000,231499999,0.002728
chr1,231500000,231749999,0.003908
chr1,231750000,231999999,0.004188
chr1,232000000,232249999,0.003784
chr1,232250000,232499999,0.00376
chr1,232500000,232749999,0.003964
chr1,232750000,232999999,0.00398
chr1,233000000,233249999,0.00362
chr1,233250000,233499999,0.001804
chr1,233500000,233749999,0.00286
chr1,233750000,233999999,0.003348
chr1,234000000,234249999,0.00312
chr1,234250000,234499999,0.004724
chr1,234500000,234749999,0.004668
chr1,234750000,234999999,0.005616
chr1,235000000,235249999,0.00356
chr1,235250000,235499999,0.003608
chr1,235500000,235749999,0.003676
chr1,235750000,235999999,0.004376
chr1,236000000,236249999,0.004072
chr1,236250000,236499999,0.00354
chr1,236500000,236749999,0.004056
chr1,236750000,236999999,0.004436
chr1,237000000,237249999,0.00352
chr1,237250000,237499999,0.0031
chr1,237500000,237749999,0.002416
chr1,237750000,237999999,0.003188
chr1,238000000,238249999,0.004124
chr1,238250000,238499999,0.003712
chr1,238500000,238749999,0.004176
chr1,238750000,238999999,0.003048
chr1,239000000,239249999,0.003732
chr1,239250000,239499999,0.00352
chr1,239500000,239749999,0.003124
chr1,239750000,239999999,0.003224
chr1,240000000,240249999,0.004932
chr1,240250000,240499999,0.00474
chr1,240500000,240749999,0.005432
chr1,240750000,240999999,0.003976
chr1,241000000,241249999,0.00724
chr1,241250000,241499999,0.00506
chr1,241500000,241749999,0.001952
chr1,241750000,241999999,0.001744
chr1,242000000,242249999,0.002348
chr1,242250000,242499999,0.00308
chr1,242500000,242749999,0.00384
chr1,242750000,242999999,0.00362
chr1,243000000,243249999,0.002732
chr1,243250000,243499999,0.003568
chr1,243500000,243749999,0.004572
chr1,243750000,243999999,0.004056
chr1,244000000,244249999,0.004704
chr1,244250000,244499999,0.005964
chr1,244500000,244749999,0.003772
chr1,244750000,244999999,0.004112
chr1,245000000,245249999,0.003472
chr1,245250000,245499999,0.004032
chr1,245500000,245749999,0.004048
chr1,245750000,245999999,0.003688
chr1,246000000,246249999,0.004944
chr1,246250000,246499999,0.002996
chr1,246500000,246749999,0.006356
chr1,246750000,246999999,0.00472
chr1,247000000,247249999,0.002232
chr2,0,249999,0.00292
chr2,250000,499999,0.002764
chr2,500000,749999,0.004552
chr2,750000,999999,0.004864
chr2,1000000,1249999,0.005516
chr2,1250000,1499999,0.00524
chr2,1500000,1749999,0.003612
chr2,1750000,1999999,0.003584
chr2,2000000,2249999,0.00206
chr2,2250000,2499999,0.003024
chr2,2500000,2749999,0.00388
chr2,2750000,2999999,0.003876
chr2,3000000,3249999,0.003776
chr2,3250000,3499999,0.003944
chr2,3500000,3749999,0.003012
chr2,3750000,3999999,0.004052
chr2,4000000,4249999,0.002932
chr2,4250000,4499999,0.002768
chr2,4500000,4749999,0.002908
chr2,4750000,4999999,0.004
chr2,5000000,5249999,0.002188
chr2,5250000,5499999,0.003244
chr2,5500000,5749999,0.003712
chr2,5750000,5999999,0.003812
chr2,6000000,6249999,0.004192
chr2,6250000,6499999,0.004064
chr2,6500000,6749999,0.003516
chr2,6750000,6999999,0.00298
chr2,7000000,7249999,0.003464
chr2,7250000,7499999,0.002812
chr2,7500000,7749999,0.002748
chr2,7750000,7999999,0.002644
chr2,8000000,8249999,0.002448
chr2,8250000,8499999,0.003156
chr2,8500000,8749999,0.0031
chr2,8750000,8999999,0.001716
chr2,9000000,9249999,0.002412
chr2,9250000,9499999,0.002844
chr2,9500000,9749999,0.002992
chr2,9750000,9999999,0.00396
chr2,10000000,10249999,0.00312
chr2,10250000,10499999,0.003984
chr2,10500000,10749999,0.004136
chr2,10750000,10999999,0.004384
chr2,11000000,11249999,0.003604
chr2,11250000,11499999,0.002552
chr2,11500000,11749999,0.002776
chr2,11750000,11999999,0.002804
chr2,12000000,12249999,0.0035
chr2,12250000,12499999,0.003116
chr2,12500000,12749999,0.003088
chr2,12750000,12999999,0.002572
chr2,13000000,13249999,0.003492
chr2,13250000,13499999,0.003704
chr2,13500000,13749999,0.003724
chr2,13750000,13999999,0.003048
chr2,14000000,14249999,0.0033
chr2,14250000,14499999,0.003012
chr2,14500000,14749999,0.00262
chr2,14750000,14999999,0.003208
chr2,15000000,15249999,0.003416
chr2,15250000,15499999,0.00258
chr2,15500000,15749999,0.003368
chr2,15750000,15999999,0.003332
chr2,16000000,16249999,0.00244
chr2,16250000,16499999,0.003156
chr2,16500000,16749999,0.002916
chr2,16750000,16999999,0.0026
chr2,17000000,17249999,0.002868
chr2,17250000,17499999,0.00254
chr2,17500000,17749999,0.002088
chr2,17750000,17999999,0.00314
chr2,18000000,18249999,0.003516
chr2,18250000,18499999,0.003948
chr2,18500000,18749999,0.002656
chr2,18750000,18999999,0.002408
chr2,19000000,19249999,0.002512
chr2,19250000,19499999,0.002616
chr2,19500000,19749999,0.004192
chr2,19750000,19999999,0.003396
chr2,20000000,20249999,0.003004
chr2,20250000,20499999,0.002504
chr2,20500000,20749999,0.003784
chr2,20750000,20999999,0.002316
chr2,21000000,21249999,0.003232
chr2,21250000,21499999,0.007416
chr2,21500000,21749999,0.00272
chr2,21750000,21999999,0.00318
chr2,22000000,22249999,0.003856
chr2,22250000,22499999,0.003196
chr2,22500000,22749999,0.002356
chr2,22750000,22999999,0.00232
chr2,23000000,23249999,0.003864
chr2,23250000,23499999,0.008344
chr2,23500000,23749999,0.00344
chr2,23750000,23999999,0.003932
chr2,24000000,24249999,0.002616
chr2,24250000,24499999,0.003212
chr2,24500000,24749999,0.00192
chr2,24750000,24999999,0.003868
chr2,25000000,25249999,0.002704
chr2,25250000,25499999,0.002144
chr2,25500000,25749999,0.001748
chr2,25750000,25999999,0.002192
chr2,26000000,26249999,0.002404
chr2,26250000,26499999,0.002444
chr2,26500000,26749999,0.00282
chr2,26750000,26999999,0.002692
chr2,27000000,27249999,0.002188
chr2,27250000,27499999,0.001852
chr2,27500000,27749999,0.002324
chr2,27750000,27999999,0.001672
chr2,28000000,28249999,0.002348
chr2,28250000,28499999,0.002332
chr2,28500000,28749999,0.003312
chr2,28750000,28999999,0.001924
chr2,29000000,29249999,0.004992
chr2,29250000,29499999,0.0034
chr2,29500000,29749999,0.006344
chr2,29750000,29999999,0.003572
chr2,30000000,30249999,0.002784
chr2,30250000,30499999,0.003124
chr2,30500000,30749999,0.003676
chr2,30750000,30999999,0.007696
chr2,31000000,31249999,0.003188
chr2,31250000,31499999,0.00382
chr2,31500000,31749999,0.004632
chr2,31750000,31999999,0.002444
chr2,32000000,32249999,0.002148
chr2,32250000,32499999,0.0018
chr2,32500000,32749999,0.001488
chr2,32750000,32999999,0.002804
chr2,33000000,33249999,0.00352
chr2,33250000,33499999,0.004744
chr2,33500000,33749999,0.00348
chr2,33750000,33999999,0.005512
chr2,34000000,34249999,0.0041
chr2,34250000,34499999,0.004008
chr2,34500000,34749999,0.005636
chr2,34750000,34999999,0.004184
chr2,35000000,35249999,0.00414
chr2,35250000,35499999,0.003944
chr2,35500000,35749999,0.005212
chr2,35750000,35999999,0.004872
chr2,36000000,36249999,0.006404
chr2,36250000,36499999,0.003736
chr2,36500000,36749999,0.00324
chr2,36750000,36999999,0.003956
chr2,37000000,37249999,0.002988
chr2,37250000,37499999,0.003292
chr2,37500000,37749999,0.003532
chr2,37750000,37999999,0.0051
chr2,38000000,38249999,0.003828
chr2,38250000,38499999,0.003112
chr2,38500000,38749999,0.003388
chr2,38750000,38999999,0.002684
chr2,39000000,39249999,0.00214
chr2,39250000,39499999,0.002428
chr2,39500000,39749999,0.002764
chr2,39750000,39999999,0.003056
chr2,40000000,40249999,0.004224
chr2,40250000,40499999,0.004356
chr2,40500000,40749999,0.003036
chr2,40750000,40999999,0.003392
chr2,41000000,41249999,0.003464
chr2,41250000,41499999,0.003156
chr2,41500000,41749999,0.00482
chr2,41750000,41999999,0.004528
chr2,42000000,42249999,0.003816
chr2,42250000,42499999,0.002664
chr2,42500000,42749999,0.0025
chr2,42750000,42999999,0.00308
chr2,43000000,43249999,0.004828
chr2,43250000,43499999,0.002468
chr2,43500000,43749999,0.0053
chr2,43750000,43999999,0.003664
chr2,44000000,44249999,0.003304
chr2,44250000,44499999,0.002496
chr2,44500000,44749999,0.00276
chr2,44750000,44999999,0.002272
chr2,45000000,45249999,0.006992
chr2,45250000,45499999,0.003324
chr2,45500000,45749999,0.002872
chr2,45750000,45999999,0.00324
chr2,46000000,46249999,0.0029
chr2,46250000,46499999,0.003332
chr2,46500000,46749999,0.002808
chr2,46750000,46999999,0.003212
chr2,47000000,47249999,0.0039
chr2,47250000,47499999,0.003236
chr2,47500000,47749999,0.003272
chr2,47750000,47999999,0.002704
chr2,48000000,48249999,0.002396
chr2,48250000,48499999,0.002104
chr2,48500000,48749999,0.002604
chr2,48750000,48999999,0.003956
chr2,49000000,49249999,0.004
chr2,49250000,49499999,0.003392
chr2,49500000,49749999,0.003356
chr2,49750000,49999999,0.002256
chr2,50000000,50249999,0.00366
chr2,50250000,50499999,0.00352
chr2,50500000,50749999,0.00328
chr2,50750000,50999999,0.002024
chr2,51000000,51249999,0.002308
chr2,51250000,51499999,0.003092
chr2,51500000,51749999,0.006752
chr2,51750000,51999999,0.006092
chr2,52000000,52249999,0.003564
chr2,52250000,52499999,0.003376
chr2,52500000,52749999,0.004108
chr2,52750000,52999999,0.00438
chr2,53000000,53249999,0.002932
chr2,53250000,53499999,0.003936
chr2,53500000,53749999,0.003744
chr2,53750000,53999999,0.002624
chr2,54000000,54249999,0.002728
chr2,54250000,54499999,0.003616
chr2,54500000,54749999,0.002984
chr2,54750000,54999999,0.003148
chr2,55000000,55249999,0.00306
chr2,55250000,55499999,0.003544
chr2,55500000,55749999,0.002752
chr2,55750000,55999999,0.003168
chr2,56000000,56249999,0.002596
chr2,56250000,56499999,0.00312
chr2,56500000,56749999,0.004048
chr2,56750000,56999999,0.003528
chr2,57000000,57249999,0.003492
chr2,57250000,57499999,0.002984
chr2,57500000,57749999,0.003736
chr2,57750000,57999999,0.002396
chr2,58000000,58249999,0.002272
chr2,58250000,58499999,0.002072
chr2,58500000,58749999,0.001772
chr2,58750000,58999999,0.002008
chr2,59000000,59249999,0.002528
chr2,59250000,59499999,0.002268
chr2,59500000,59749999,0.003196
chr2,59750000,59999999,0.002764
chr2,60000000,60249999,0.00248
chr2,60250000,60499999,0.002828
chr2,60500000,60749999,0.002372
chr2,60750000,60999999,0.00242
chr2,61000000,61249999,0.002048
chr2,61250000,61499999,0.00202
chr2,61500000,61749999,0.00244
chr2,61750000,61999999,0.002964
chr2,62000000,62249999,0.001916
chr2,62250000,62499999,0.002208
chr2,62500000,62749999,0.002848
chr2,62750000,62999999,0.001204
chr2,63000000,63249999,0.001004
chr2,63250000,63499999,0.002388
chr2,63500000,63749999,0.0019
chr2,63750000,63999999,0.001372
chr2,64000000,64249999,0.002224
chr2,64250000,64499999,0.002648
chr2,64500000,64749999,0.00276
chr2,64750000,64999999,0.003096
chr2,65000000,65249999,0.003116
chr2,65250000,65499999,0.00296
chr2,65500000,65749999,0.003584
chr2,65750000,65999999,0.003216
chr2,66000000,66249999,0.002804
chr2,66250000,66499999,0.002624
chr2,66500000,66749999,0.00244
chr2,66750000,66999999,0.002312
chr2,67000000,67249999,0.002444
chr2,67250000,67499999,0.00282
chr2,67500000,67749999,0.003484
chr2,67750000,67999999,0.004028
chr2,68000000,68249999,0.00284
chr2,68250000,68499999,0.003252
chr2,68500000,68749999,0.00214
chr2,68750000,68999999,0.003444
chr2,69000000,69249999,0.002912
chr2,69250000,69499999,0.002156
chr2,69500000,69749999,0.002444
chr2,69750000,69999999,0.002636
chr2,70000000,70249999,0.002356
chr2,70250000,70499999,0.002576
chr2,70500000,70749999,0.004088
chr2,70750000,70999999,0.003648
chr2,71000000,71249999,0.003832
chr2,71250000,71499999,0.003136
chr2,71500000,71749999,0.003032
chr2,71750000,71999999,0.00252
chr2,72000000,72249999,0.002348
chr2,72250000,72499999,0.001836
chr2,72500000,72749999,0.001736
chr2,72750000,72999999,0.001328
chr2,73000000,73249999,0.00214
chr2,73250000,73499999,0.00222
chr2,73500000,73749999,0.002756
chr2,73750000,73999999,0.002996
chr2,74000000,74249999,0.002504
chr2,74250000,74499999,0.002232
chr2,74500000,74749999,0.00172
chr2,74750000,74999999,0.003908
chr2,75000000,75249999,0.002556
chr2,75250000,75499999,0.003412
chr2,75500000,75749999,0.002876
chr2,75750000,75999999,0.002596
chr2,76000000,76249999,0.003508
chr2,76250000,76499999,0.003688
chr2,76500000,76749999,0.003048
chr2,76750000,76999999,0.003264
chr2,77000000,77249999,0.003648
chr2,77250000,77499999,0.002904
chr2,77500000,77749999,0.002808
chr2,77750000,77999999,0.003536
chr2,78000000,78249999,0.00342
chr2,78250000,78499999,0.002152
chr2,78500000,78749999,0.002512
chr2,78750000,78999999,0.002396
chr2,79000000,79249999,0.004328
chr2,79250000,79499999,0.003588
chr2,79500000,79749999,0.002584
chr2,79750000,79999999,0.003592
chr2,80000000,80249999,0.003256
chr2,80250000,80499999,0.002576
chr2,80500000,80749999,0.002844
chr2,80750000,80999999,0.002584
chr2,81000000,81249999,0.001992
chr2,81250000,81499999,0.002524
chr2,81500000,81749999,0.002248
chr2,81750000,81999999,0.00348
chr2,82000000,82249999,0.00338
chr2,82250000,82499999,0.001884
chr2,82500000,82749999,0.001876
chr2,82750000,82999999,0.002048
chr2,83000000,83249999,0.002632
chr2,83250000,83499999,0.002332
chr2,83500000,83749999,0.002296
chr2,83750000,83999999,0.00296
chr2,84000000,84249999,0.002596
chr2,84250000,84499999,0.002812
chr2,84500000,84749999,0.002456
chr2,84750000,84999999,0.00236
chr2,85000000,85249999,0.002012
chr2,85250000,85499999,0.002256
chr2,85500000,85749999,0.002764
chr2,85750000,85999999,0.003196
chr2,86000000,86249999,0.00272
chr2,86250000,86499999,0.002988
chr2,86500000,86749999,0.001832
chr2,86750000,86999999,0.002156
chr2,87000000,87249999,0.004176
chr2,87250000,87499999,0.006912
chr2,87500000,87749999,0.002104
chr2,87750000,87999999,0.004672
chr2,88000000,88249999,0.00304
chr2,88250000,88499999,0.002368
chr2,88500000,88749999,0.0021
chr2,88750000,88999999,0.002812
chr2,89000000,89249999,0.004716
chr2,89250000,89499999,0.00362
chr2,89500000,89749999,0.003332
chr2,89750000,89999999,0.006648
chr2,90750000,90999999,0.004736
chr2,91000000,91249999,0.01852
chr2,91250000,91499999,0.013568
chr2,91500000,91749999,0.024236
chr2,94500000,94749999,0.001752
chr2,94750000,94999999,0.004796
chr2,95000000,95249999,0.000808
chr2,95250000,95499999,0.001516
chr2,95500000,95749999,0.002112
chr2,95750000,95999999,0.004736
chr2,96000000,96249999,0.002444
chr2,96250000,96499999,0.001464
chr2,96500000,96749999,0.001168
chr2,96750000,96999999,0.001692
chr2,97000000,97249999,0.005468
chr2,97250000,97499999,0.004372
chr2,97500000,97749999,0.00444
chr2,97750000,97999999,0.001736
chr2,98000000,98249999,0.001968
chr2,98250000,98499999,0.001948
chr2,98500000,98749999,0.001844
chr2,98750000,98999999,0.00214
chr2,99000000,99249999,0.0026
chr2,99250000,99499999,0.002644
chr2,99500000,99749999,0.002216
chr2,99750000,99999999,0.002228
chr2,100000000,100249999,0.003064
chr2,100250000,100499999,0.004688
chr2,100500000,100749999,0.00336
chr2,100750000,100999999,0.003024
chr2,101000000,101249999,0.002476
chr2,101250000,101499999,0.002864
chr2,101500000,101749999,0.002544
chr2,101750000,101999999,0.002484
chr2,102000000,102249999,0.004516
chr2,102250000,102499999,0.004476
chr2,102500000,102749999,0.003188
chr2,102750000,102999999,0.00174
chr2,103000000,103249999,0.0018
chr2,103250000,103499999,0.00234
chr2,103500000,103749999,0.00226
chr2,103750000,103999999,0.002088
chr2,104000000,104249999,0.001936
chr2,104250000,104499999,0.002156
chr2,104500000,104749999,0.002448
chr2,104750000,104999999,0.001976
chr2,105000000,105249999,0.0026
chr2,105250000,105499999,0.003496
chr2,105500000,105749999,0.0039
chr2,105750000,105999999,0.003612
chr2,106000000,106249999,0.00348
chr2,106250000,106499999,0.004584
chr2,106500000,106749999,0.003012
chr2,106750000,106999999,0.003028
chr2,107000000,107249999,0.003272
chr2,107250000,107499999,0.002432
chr2,107500000,107749999,0.002836
chr2,107750000,107999999,0.005432
chr2,108000000,108249999,0.00304
chr2,108250000,108499999,0.003844
chr2,108500000,108749999,0.004244
chr2,108750000,108999999,0.003028
chr2,109000000,109249999,0.002824
chr2,109250000,109499999,0.00266
chr2,109500000,109749999,0.001532
chr2,109750000,109999999,0.004476
chr2,110000000,110249999,0.003348
chr2,110250000,110499999,0.00084
chr2,110500000,110749999,0.00444
chr2,110750000,110999999,0.00134
chr2,111000000,111249999,0.002396
chr2,111250000,111499999,0.002704
chr2,111500000,111749999,0.0029
chr2,111750000,111999999,0.004156
chr2,112000000,112249999,0.005404
chr2,112250000,112499999,0.004196
chr2,112500000,112749999,0.001992
chr2,112750000,112999999,0.005656
chr2,113000000,113249999,0.00342
chr2,113250000,113499999,0.00386
chr2,113500000,113749999,0.004968
chr2,113750000,113999999,0.0091
chr2,114000000,114249999,0.010492
chr2,114250000,114499999,0.004216
chr2,114500000,114749999,0.00332
chr2,114750000,114999999,0.002932
chr2,115000000,115249999,0.002352
chr2,115250000,115499999,0.003824
chr2,115500000,115749999,0.00272
chr2,115750000,115999999,0.003832
chr2,116000000,116249999,0.003292
chr2,116250000,116499999,0.003768
chr2,116500000,116749999,0.00364
chr2,116750000,116999999,0.003404
chr2,117000000,117249999,0.002912
chr2,117250000,117499999,0.003132
chr2,117500000,117749999,0.002736
chr2,117750000,117999999,0.004148
chr2,118000000,118249999,0.005492
chr2,118250000,118499999,0.005044
chr2,118500000,118749999,0.003744
chr2,118750000,118999999,0.002824
chr2,119000000,119249999,0.002472
chr2,119250000,119499999,0.004652
chr2,119500000,119749999,0.003488
chr2,119750000,119999999,0.003256
chr2,120000000,120249999,0.001956
chr2,120250000,120499999,0.001524
chr2,120500000,120749999,0.002524
chr2,120750000,120999999,0.002776
chr2,121000000,121249999,0.002984
chr2,121250000,121499999,0.003096
chr2,121500000,121749999,0.003716
chr2,121750000,121999999,0.00218
chr2,122000000,122249999,0.002112
chr2,122250000,122499999,0.002712
chr2,122500000,122749999,0.002884
chr2,122750000,122999999,0.002788
chr2,123000000,123249999,0.003884
chr2,123250000,123499999,0.003388
chr2,123500000,123749999,0.003972
chr2,123750000,123999999,0.00354
chr2,124000000,124249999,0.003148
chr2,124250000,124499999,0.002728
chr2,124500000,124749999,0.003824
chr2,124750000,124999999,0.003084
chr2,125000000,125249999,0.004052
chr2,125250000,125499999,0.002064
chr2,125500000,125749999,0.00218
chr2,125750000,125999999,0.003496
chr2,126000000,126249999,0.003016
chr2,126250000,126499999,0.002248
chr2,126500000,126749999,0.00278
chr2,126750000,126999999,0.003948
chr2,127000000,127249999,0.003952
chr2,127250000,127499999,0.003768
chr2,127500000,127749999,0.00366
chr2,127750000,127999999,0.002716
chr2,128000000,128249999,0.002916
chr2,128250000,128499999,0.002792
chr2,128500000,128749999,0.003056
chr2,128750000,128999999,0.003112
chr2,129000000,129249999,0.00354
chr2,129250000,129499999,0.004064
chr2,129500000,129749999,0.003616
chr2,129750000,129999999,0.003808
chr2,130000000,130249999,0.00356
chr2,130250000,130499999,0.003776
chr2,130500000,130749999,0.006928
chr2,130750000,130999999,0.00506
chr2,131000000,131249999,0.002592
chr2,131250000,131499999,0.002976
chr2,131500000,131749999,0.002796
chr2,131750000,131999999,0.006868
chr2,132000000,132249999,0.004808
chr2,132250000,132499999,0.006816
chr2,132500000,132749999,0.009304
chr2,132750000,132999999,0.007084
chr2,133000000,133249999,0.002948
chr2,133250000,133499999,0.002712
chr2,133500000,133749999,0.002848
chr2,133750000,133999999,0.002092
chr2,134000000,134249999,0.003116
chr2,134250000,134499999,0.003648
chr2,134500000,134749999,0.0033
chr2,134750000,134999999,0.00318
chr2,135000000,135249999,0.002112
chr2,135250000,135499999,0.002224
chr2,135500000,135749999,0.001628
chr2,135750000,135999999,0.001444
chr2,136000000,136249999,0.001724
chr2,136250000,136499999,0.002508
chr2,136500000,136749999,0.002428
chr2,136750000,136999999,0.00338
chr2,137000000,137249999,0.003156
chr2,137250000,137499999,0.003864
chr2,137500000,137749999,0.003716
chr2,137750000,137999999,0.002556
chr2,138000000,138249999,0.003384
chr2,138250000,138499999,0.003364
chr2,138500000,138749999,0.002556
chr2,138750000,138999999,0.001752
chr2,139000000,139249999,0.002108
chr2,139250000,139499999,0.002824
chr2,139500000,139749999,0.003852
chr2,139750000,139999999,0.003276
chr2,140000000,140249999,0.002536
chr2,140250000,140499999,0.003084
chr2,140500000,140749999,0.003256
chr2,140750000,140999999,0.00336
chr2,141000000,141249999,0.003972
chr2,141250000,141499999,0.003368
chr2,141500000,141749999,0.003468
chr2,141750000,141999999,0.004592
chr2,142000000,142249999,0.00362
chr2,142250000,142499999,0.003168
chr2,142500000,142749999,0.002984
chr2,142750000,142999999,0.00224
chr2,143000000,143249999,0.002468
chr2,143250000,143499999,0.002808
chr2,143500000,143749999,0.00236
chr2,143750000,143999999,0.002352
chr2,144000000,144249999,0.001848
chr2,144250000,144499999,0.002284
chr2,144500000,144749999,0.001284
chr2,144750000,144999999,0.001376
chr2,145000000,145249999,0.00162
chr2,145250000,145499999,0.002072
chr2,145500000,145749999,0.001984
chr2,145750000,145999999,0.00218
chr2,146000000,146249999,0.002704
chr2,146250000,146499999,0.002284
chr2,146500000,146749999,0.002424
chr2,146750000,146999999,0.001236
chr2,147000000,147249999,0.001664
chr2,147250000,147499999,0.001524
chr2,147500000,147749999,0.001828
chr2,147750000,147999999,0.001916
chr2,148000000,148249999,0.002868
chr2,148250000,148499999,0.002156
chr2,148500000,148749999,0.002232
chr2,148750000,148999999,0.002124
chr2,149000000,149249999,0.002368
chr2,149250000,149499999,0.001056
chr2,149500000,149749999,0.00274
chr2,149750000,149999999,0.00472
chr2,150000000,150249999,0.004824
chr2,150250000,150499999,0.004744
chr2,150500000,150749999,0.01024
chr2,150750000,150999999,0.002232
chr2,151000000,151249999,0.002484
chr2,151250000,151499999,0.003148
chr2,151500000,151749999,0.003776
chr2,151750000,151999999,0.003132
chr2,152000000,152249999,0.002064
chr2,152250000,152499999,0.008896
chr2,152500000,152749999,0.002968
chr2,152750000,152999999,0.003256
chr2,153000000,153249999,0.002796
chr2,153250000,153499999,0.002964
chr2,153500000,153749999,0.007616
chr2,153750000,153999999,0.004852
chr2,154000000,154249999,0.006584
chr2,154250000,154499999,0.005516
chr2,154500000,154749999,0.004348
chr2,154750000,154999999,0.00238
chr2,155000000,155249999,0.002768
chr2,155250000,155499999,0.00304
chr2,155500000,155749999,0.003376
chr2,155750000,155999999,0.001816
chr2,156000000,156249999,0.007168
chr2,156250000,156499999,0.002568
chr2,156500000,156749999,0.004748
chr2,156750000,156999999,0.005624
chr2,157000000,157249999,0.002888
chr2,157250000,157499999,0.003592
chr2,157500000,157749999,0.003372
chr2,157750000,157999999,0.004728
chr2,158000000,158249999,0.007864
chr2,158250000,158499999,0.002096
chr2,158500000,158749999,0.003188
chr2,158750000,158999999,0.005956
chr2,159000000,159249999,0.00496
chr2,159250000,159499999,0.003088
chr2,159500000,159749999,0.002408
chr2,159750000,159999999,0.003556
chr2,160000000,160249999,0.003036
chr2,160250000,160499999,0.003312
chr2,160500000,160749999,0.004724
chr2,160750000,160999999,0.001672
chr2,161000000,161249999,0.002596
chr2,161250000,161499999,0.006344
chr2,161500000,161749999,0.002796
chr2,161750000,161999999,0.001924
chr2,162000000,162249999,0.002076
chr2,162250000,162499999,0.001764
chr2,162500000,162749999,0.001876
chr2,162750000,162999999,0.002052
chr2,163000000,163249999,0.002624
chr2,163250000,163499999,0.002948
chr2,163500000,163749999,0.003016
chr2,163750000,163999999,0.001788
chr2,164000000,164249999,0.002596
chr2,164250000,164499999,0.0021
chr2,164500000,164749999,0.002308
chr2,164750000,164999999,0.002692
chr2,165000000,165249999,0.002088
chr2,165250000,165499999,0.00276
chr2,165500000,165749999,0.002684
chr2,165750000,165999999,0.002796
chr2,166000000,166249999,0.003476
chr2,166250000,166499999,0.003544
chr2,166500000,166749999,0.003616
chr2,166750000,166999999,0.002996
chr2,167000000,167249999,0.003332
chr2,167250000,167499999,0.003144
chr2,167500000,167749999,0.002968
chr2,167750000,167999999,0.002144
chr2,168000000,168249999,0.002796
chr2,168250000,168499999,0.00318
chr2,168500000,168749999,0.00336
chr2,168750000,168999999,0.0032
chr2,169000000,169249999,0.002736
chr2,169250000,169499999,0.00306
chr2,169500000,169749999,0.003172
chr2,169750000,169999999,0.003588
chr2,170000000,170249999,0.00318
chr2,170250000,170499999,0.003308
chr2,170500000,170749999,0.00342
chr2,170750000,170999999,0.003728
chr2,171000000,171249999,0.003364
chr2,171250000,171499999,0.002972
chr2,171500000,171749999,0.002456
chr2,171750000,171999999,0.002244
chr2,172000000,172249999,0.003024
chr2,172250000,172499999,0.00188
chr2,172500000,172749999,0.002448
chr2,172750000,172999999,0.00396
chr2,173000000,173249999,0.003732
chr2,173250000,173499999,0.002864
chr2,173500000,173749999,0.00284
chr2,173750000,173999999,0.003504
chr2,174000000,174249999,0.003168
chr2,174250000,174499999,0.002732
chr2,174500000,174749999,0.002464
chr2,174750000,174999999,0.00268
chr2,175000000,175249999,0.00248
chr2,175250000,175499999,0.002776
chr2,175500000,175749999,0.002536
chr2,175750000,175999999,0.00276
chr2,176000000,176249999,0.003256
chr2,176250000,176499999,0.003528
chr2,176500000,176749999,0.00198
chr2,176750000,176999999,0.002356
chr2,177000000,177249999,0.003248
chr2,177250000,177499999,0.00332
chr2,177500000,177749999,0.002904
chr2,177750000,177999999,0.002516
chr2,178000000,178249999,0.002908
chr2,178250000,178499999,0.003508
chr2,178500000,178749999,0.003476
chr2,178750000,178999999,0.002816
chr2,179000000,179249999,0.001668
chr2,179250000,179499999,0.0026
chr2,179500000,179749999,0.00268
chr2,179750000,179999999,0.002748
chr2,180000000,180249999,0.0037
chr2,180250000,180499999,0.00298
chr2,180500000,180749999,0.003348
chr2,180750000,180999999,0.002804
chr2,181000000,181249999,0.003312
chr2,181250000,181499999,0.002656
chr2,181500000,181749999,0.002528
chr2,181750000,181999999,0.002672
chr2,182000000,182249999,0.0027
chr2,182250000,182499999,0.002116
chr2,182500000,182749999,0.0025
chr2,182750000,182999999,0.003024
chr2,183000000,183249999,0.0029
chr2,183250000,183499999,0.002392
chr2,183500000,183749999,0.002856
chr2,183750000,183999999,0.003516
chr2,184000000,184249999,0.003376
chr2,184250000,184499999,0.002788
chr2,184500000,184749999,0.002648
chr2,184750000,184999999,0.003
chr2,185000000,185249999,0.002452
chr2,185250000,185499999,0.002056
chr2,185500000,185749999,0.001932
chr2,185750000,185999999,0.002516
chr2,186000000,186249999,0.001828
chr2,186250000,186499999,0.002468
chr2,186500000,186749999,0.002788
chr2,186750000,186999999,0.002212
chr2,187000000,187249999,0.002224
chr2,187250000,187499999,0.003092
