chr,start,end
chr1,230135992,230266341
chr1,229629192,229643641
chr1,228966442,228970841
chr13,20987851,21016200
chr9,138475870,138483669
chr20,26261000,26319569
chr2,189118878,189123227
chr10,18840824,18863173
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr2,628423,634222
chr1,711052,847801
chr19,27732251,28102205
chr7,65239645,65294444
chr3,131707363,131714562
chr8,112285664,112304313
chr12,8363886,8395335
chr7,54594336,54601085
chr1,201725542,203350641
chr20,31856339,32115188
chr20,31784039,31851638
chr1,66125177,66129876
chr2,13686222,14335171
chr10,6676774,6798923
chr20,32237939,32330788
chr2,13585022,13677821
chr1,203392492,203412841
chr2,76835365,76848464
chr6,31138488,31142587
chr2,233253779,233301778
chr3,10237153,10246652
chr1,200591292,200598641
chr3,9362303,9368602
chr4,173426251,173433200
chr16,18586660,18691409
chr5,119527913,119628062
chr3,4242603,4276802
chr2,189118878,189123227
chr10,18840824,18863173
chr10,96868440,96877689
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr6,153954424,153967023
chr9,83958421,83975720
chr4,93538553,93580502
chr3,131707363,131714562
chr8,112285664,112304313
chr22,18877423,19021072
chr22,18877423,19021072
chr5,92300001,180915260
chr18,43500000,78077248
chr15,1,102531392
chr17,1,81195210
chr2,241845150,241877549
chr4,173426251,173433200
chr11,48365970,48389619
chr10,31441474,31447273
chr3,192388309,192392958
chr7,4155504,4162753
chr4,112237627,112243476
chr5,23896105,23920554
chr2,196170578,196175027
chr2,129783753,129788052
chr14,44715114,44724213
chr19,42058856,42063255
chr8,5993432,6042681
chr1,220938842,220956991
chr2,189118878,189123227
chr1,109568142,109583091
chr7,155196619,155202018
chr8,7195930,7838129
chr5,117876763,117881962
chr17,62901304,62923703
chr2,97845896,97911654
chr11,73467148,73672797
chr10,31441474,31447273
chr3,192388309,192392958
chr7,4155504,4162753
chr4,112237627,112243476
chr5,23896105,23920554
chr2,196170578,196175027
chr2,129783753,129788052
chr14,44715114,44724213
chr7,56759236,56770235
chr19,42058856,42063255
chr8,5993432,6042681
chr1,220938842,220956991
chr2,130889403,130958152
chr2,205516528,205520027
chr2,189118878,189123227
chr20,29803910,31607188
chr20,29803910,31607188
chr1,109568142,109583091
chr7,155196619,155202018
chr17,77674021,77684270
chr11,73467148,73672797
chr2,241845150,241877549
chr4,173426251,173433200
chr1,198773092,198776291
chr2,242862750,243101834
chr2,242862750,243101834
chr17,19916,52415
chr4,112237627,112243476
chr5,23896105,23920554
chr8,43569233,43694232
chr2,33763669,33768018
chr6,95452196,95534895
chr2,30622069,30628618
chr9,23909891,23917090
chr11,99487836,99492735
chr2,189118878,189123227
chr1,711052,847801
chr7,155196619,155202018
chr4,93538553,93580502
chr9,44384995,44652944
chr20,61070405,61078854
chr9,40475836,40661290
chr12,8363886,8395335
chr3,166052959,166355408
chr6,168716068,168719567
chr8,131060408,131063457
chr3,165775109,165821608
chr3,45244749,45289498
chr2,112073852,112139851
chr2,241845150,241877549
chr4,173426251,173433200
chr1,198773092,198776291
chr2,242862750,243101834
chr2,242862750,243101834
chr17,19916,52415
chr4,112237627,112243476
chr5,23896105,23920554
chr8,43569233,43694232
chr2,33763669,33768018
chr6,95452196,95534895
chr2,30622069,30628618
chr9,23909891,23917090
chr2,189118878,189123227
chr20,29803910,31607188
chr20,29803910,31607188
chr12,125023750,125027399
chr7,155196619,155202018
chr17,77674021,77684270
chr9,44384995,44652944
chr5,117876763,117881962
chr9,40475836,40661290
chr12,8363886,8395335
chr3,166052959,166355408
chr6,168716068,168719567
chr3,165775109,165821608
chr3,45244749,45289498
chr2,112484252,112520151
chr2,112073852,112139851
chr10,31441474,31447273
chr9,137209870,137231369
chr8,43569233,43694232
chr19,1456896,1472995
chr10,107995090,108006689
chr1,234314942,234325491
chr6,62924758,62930307
chr13,95196300,95202249
chr8,46838889,46988174
chr1,189601942,189634091
chr22,30335423,30364072
chr6,32835739,32846188
chr6,32427739,32433538
chr3,192304109,192313708
chr6,32687789,32692938
chr6,132707174,132713273
chr9,23050441,23088890
chr5,150256619,150285768
chr13,39933101,39937900
chr5,168909534,168913833
chr22,23477623,23480622
chr11,91369848,91376497
chr12,34759436,34856694
chr12,104218823,104273172
chr12,55731086,55768985
chr12,99995722,100018771
chr7,61781595,62745394
chr7,61781595,62745394
chr10,42532324,42784473
chr9,44384995,44652944
chr8,7195930,7838129
chr9,40475836,40661290
chr4,49090819,49660117
chr1,142535806,143544341
chr10,51294274,51497623
chr9,46881495,47213220
chr1,121360192,121485413
chr9,65968362,66481470
chr1,135302,587151
chr1,148176040,148654190
chr3,75418763,75637412
chr1,145152558,145368157
chr9,45727295,45788144
chr5,7412812,7469511
chr14,63565961,63760160
chr9,44767695,44853444
chr18,14340989,14422538
chr2,241845150,241877549
chr4,173426251,173433200
chr1,198773092,198776291
chr10,31441474,31447273
chr9,137209870,137231369
chr5,23896105,23920554
chr8,43569233,43694232
chr14,105604219,105690618
chr11,1072396,1086845
chr8,142559608,142567407
chr10,107995090,108006689
chr7,56759236,56770235
chr6,62924758,62930307
chr12,104729873,104733122
chr13,95196300,95202249
chr4,3445128,3450877
chr8,46838889,46988174
chr3,192304109,192313708
chr6,132707174,132713273
chr15,71880693,71884892
chr3,90258263,90504854
chr11,91369848,91376497
chr2,189118878,189123227
chr7,61781595,62745394
chr7,61781595,62745394
chr8,7195930,7838129
chr6,104916574,104937823
chr12,11502236,11557735
chr9,117083270,117091519
chr5,7412812,7469511
chr14,63565961,63760160
chr4,173426251,173433200
chr2,242862750,243101834
chr19,21750756,21758805
chr2,30622069,30628618
chr9,23909891,23917090
chr10,83883900,83890099
chr3,89401463,89419262
chr19,57472534,57479933
chr2,189118878,189123227
chr10,18840824,18863173
chr16,46402010,46501409
chr10,96868440,96877689
chr2,628423,634222
chr8,145535532,145563181
chr22,23898973,23903522
chr16,1268760,1377859
chr12,74102186,74106485
chr13,57746600,57825149
chr19,1220546,1261245
chr19,1456896,1472995
chr4,2043828,2070927
chr9,44384995,44652944
chr4,6783075,6789974
chr4,9966328,9972477
chr2,241757650,241760849
chr3,166052959,166355408
chr14,105604219,105690618
chr16,48417510,48420659
chr6,32658039,32664488
chr9,137209870,137231369
chr3,165775109,165821608
chr16,3928960,3945359
chr7,992204,1004003
chr8,144678747,144686246
chr2,136097453,136102402
chr10,13569124,13572323
chr10,734230,736879
chr2,47796069,47804718
chr19,34971506,34974655
chr2,241845150,241877549
chr4,173426251,173433200
chr2,242862750,243101834
chr4,112237627,112243476
chr2,33763669,33768018
chr19,21750756,21758805
chr2,30622069,30628618
chr9,23909891,23917090
chr10,83883900,83890099
chr6,168755518,168760617
chr3,89401463,89419262
chr19,57472534,57479933
chr13,45041651,45044850
chr2,189118878,189123227
chr10,18840824,18863173
chr13,57746600,57825149
chr9,44384995,44652944
chr9,136931420,136944019
chr9,40475836,40661290
chr12,8363886,8395335
chr3,166052959,166355408
chr12,11502236,11557735
chr2,112073852,112139851
chr4,173426251,173433200
chr1,198773092,198776291
chr2,242862750,243101834
chr4,112237627,112243476
chr15,22832006,23227205
chr6,95452196,95534895
chr19,21750756,21758805
chr10,83883900,83890099
chr5,36448555,36462304
chr3,89401463,89419262
chr16,1268760,1377859
chr9,44384995,44652944
chr6,57617758,57641957
chr9,40475836,40661290
chr12,16418436,16421935
chr3,166052959,166355408
chr12,11502236,11557735
chr3,45244749,45289498
chr4,173426251,173433200
chr1,198773092,198776291
chr2,242862750,243101834
chr4,112237627,112243476
chr1,234314942,234325491
chr6,95452196,95534895
chr19,21750756,21758805
chr10,83883900,83890099
chr5,36448555,36462304
chr3,89401463,89419262
chr17,78460671,78464570
chr20,26261000,26319569
chr2,189118878,189123227
chr10,18840824,18863173
chr16,46402010,46501409
chr10,96868440,96877689
chr6,62178591,62231107
chr1,711052,847801
chr19,27732251,28102205
chr7,61781595,62745394
chr11,54793270,54996119
chr4,146917676,146928575
chr10,42532324,42784473
chr3,90258263,90504854
chr5,6711562,6715661
chr3,131707363,131714562
chr9,44384995,44652944
chr9,136931420,136944019
chr10,39061474,39154470
chr10,42356346,42399273
chr6,57617758,57641957
chr4,1871378,1875227
chr7,57713688,57764287
chr9,40475836,40661290
chr3,166052959,166355408
chr3,51037413,51072712
chr6,32658039,32664488
chr3,165775109,165821608
chr3,45244749,45289498
chr9,114244870,114254469
chr7,26139355,26146104
chr6,95192446,95203245
chr5,21994505,22016154
chr22,42521329,42538628
chr19,53315834,53320083
chr2,241845150,241877549
chr11,48365970,48389619
chr7,4155504,4162753
chr2,33763669,33768018
chr4,92270703,92286102
chr11,20843870,20850719
chr14,44715114,44724213
chr14,99177311,99194560
chr2,76940065,76950064
chr1,99404177,99408076
chr15,53973605,53977354
chr10,18840824,18863173
chr2,628423,634222
chr21,42845182,42848531
chr10,133452740,133458239
chr4,93538553,93580502
chr19,1220546,1261245
chr19,1456896,1472995
chr3,136020013,136028762
chr9,40475836,40661290
chr11,24274370,24291769
chr3,11979003,11986152
chr4,93856603,93873902
chr7,54594336,54601085
chr10,85342300,85353849
chr8,138125158,138128257
chr12,84578422,84597621
chr2,188472978,188516027
chr5,162850134,162864133
chr17,1,81195210
chr11,48365970,48389619
chr7,4155504,4162753
chr2,33763669,33768018
chr4,101958153,101966252
chr4,92270703,92286102
chr11,20843870,20850719
chr14,44715114,44724213
chr14,26282524,26285673
chr14,99177311,99194560
chr2,76940065,76950064
chr13,39933101,39937900
chr1,99404177,99408076
chr15,53973605,53977354
chr10,18840824,18863173
chr2,628423,634222
chr21,42845182,42848531
chr1,109568142,109583091
chr10,133452740,133458239
chr4,93538553,93580502
chr3,136020013,136028762
chr7,54594336,54601085
chr2,188472978,188516027
chr5,162850134,162864133
chr2,241845150,241877549
chr7,4155504,4162753
chr4,112237627,112243476
chr2,208683378,208776827
chr17,66096529,66174170
chr11,9315970,9329719
chr2,189118878,189123227
chr10,18840824,18863173
chr21,42845182,42848531
chr1,109568142,109583091
chr10,133452740,133458239
chr12,125023750,125027399
chr4,130065676,130069225
chr8,131060408,131063457
chr2,71993915,71999964
chr16,2996260,3062909
chr4,1079126,1084875
chr3,98898063,98903162
chr2,241845150,241877549
chr11,48365970,48389619
chr7,4155504,4162753
chr4,112237627,112243476
chr3,2494353,2498752
chr2,208683378,208776827
chr17,66096529,66174170
chr2,189118878,189123227
chr10,18840824,18863173
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr2,628423,634222
chr21,42845182,42848531
chr1,109568142,109583091
chr12,125023750,125027399
chr4,93538553,93580502
chr12,74102186,74106485
chr10,126194340,126197339
chr4,130065676,130069225
chr8,131060408,131063457
chr6,126180974,126187823
chr16,2996260,3062909
chr2,241845150,241877549
chr11,48365970,48389619
chr5,23896105,23920554
chr10,107995090,108006689
chr3,71773213,71805112
chr6,35624189,35630638
chr13,63954600,64042299
chr1,246408442,246426941
chr9,22140791,22143990
chr1,246260542,246377141
chr17,67766221,67816520
chr2,189118878,189123227
chr10,18840824,18863173
chr21,42845182,42848531
chr12,125023750,125027399
chr7,155196619,155202018
chr17,77674021,77684270
chr9,132204270,132218019
chr20,61070405,61078854
chr1,81402027,81418876
chr13,114919849,114931198
chr10,91496250,91504649
chr15,40100001,102531392
chr15,40100001,44800000
chr1,243700000,249250621
chr2,93300001,243199373
chr2,93300000,243199373
chr3,1,74200000
chr21,31500001,48129895
chr4,123800001,191154276
chr17,70900000,81195210
chr5,1,180915260
chr7,1,159138663
chr14,1,107349540
chr9,1,141213431
chr17,1,81195210
chr10,1,135534747
chr19,1,59128983
chr12,1,133851895
chr20,1,55000000
chr8,55500000,146364022
chr22,14700001,51304566
chr6,105500001,171115067
chr13,110300000,115169878
chr1,1,249250621
chrX,1,155270560
chr17,1,81195210
chr8,1,146364022
chr8,1,146364022
chr1,1,249250621
chr12,1,133851895
chr4,173426251,173433200
chr10,31441474,31447273
chr4,112237627,112243476
chr8,43569233,43694232
chr7,56759236,56770235
chr5,1056662,1078361
chr5,1056662,1078361
chr12,91721122,91724471
chr10,18840824,18863173
chr21,42845182,42848531
chr1,109568142,109583091
chr6,153954424,153967023
chr19,27732251,28102205
chr10,133452740,133458239
chr12,125023750,125027399
chr9,83958421,83975720
chr4,146917676,146928575
chr3,32101099,32107698
chr2,18999692,19004291
chrY,1,59373566
chr2,1,243199373
chr3,1,198022430
chr4,1,191154276
chr5,1,180915260
chr8,1,146364022
chr9,1,141213431
chr10,1,135534747
chr16,1,90354753
chr17,1,81195210
chr18,1,78077248
chr7,1,159138663
chr4,173426251,173433200
chr1,198773092,198776291
chr5,23896105,23920554
chr14,44715114,44724213
chr6,35624189,35630638
chr19,51508734,51511983
chr7,56759236,56770235
chr6,62924758,62930307
chr22,23477623,23480622
chr15,22651333,22677582
chr10,18840824,18863173
chr21,42845182,42848531
chr1,109568142,109583091
chr10,133452740,133458239
chr1,229663292,230131691
chr16,546310,557759
chr8,87187874,87194873
chr2,242862750,243101834
chr2,242862750,243101834
chr8,43569233,43694232
chr8,70319636,70325935
chr6,35624189,35630638
chr4,188040882,188044331
chr3,9362303,9368602
chr19,11294096,11297345
chr21,42845182,42848531
chr12,125023750,125027399
chr19,30001806,30006505
chr17,77674021,77684270
chr13,57746600,57825149
chr8,131060408,131063457
chr5,57322655,57334204
chr2,242862750,243101834
chr8,43569233,43694232
chr8,70319636,70325935
chr6,35624189,35630638
chr4,188040882,188044331
chr1,207541092,207546491
chr3,9362303,9368602
chr21,42845182,42848531
chr10,133452740,133458239
chr12,125023750,125027399
chr8,131060408,131063457
chr5,57322655,57334204
chr11,48365970,48389619
chr1,198773092,198776291
chr2,242862750,243101834
chr2,242862750,243101834
chr7,4155504,4162753
chr2,33763669,33768018
chr2,196170578,196175027
chr15,25419254,25463303
chr17,34763403,34791002
chr2,189118878,189123227
chr21,42845182,42848531
chr1,109568142,109583091
chr12,125023750,125027399
chr7,155196619,155202018
chr19,30001806,30006505
chr13,57746600,57825149
chr19,1220546,1261245
chr9,44384995,44652944
chr4,130065676,130069225
chr9,40475836,40661290
chr4,20404078,20426577
chr1,102079877,102121176
chr9,107361520,107380869
chr6,19683638,19689287
chr2,241845150,241877549
chr1,198773092,198776291
chr2,242862750,243101834
chr2,242862750,243101834
chr2,242862750,243101834
chr7,4155504,4162753
chr2,33763669,33768018
chr2,196170578,196175027
chr6,35624189,35630638
chr15,25419254,25463303
chr14,26282524,26285673
chr17,34763403,34791002
chr2,189118878,189123227
chr21,42845182,42848531
chr1,109568142,109583091
chr10,133452740,133458239
chr7,155196619,155202018
chr9,132204270,132218019
chr13,57746600,57825149
chr1,229663292,230131691
chr4,130065676,130069225
chr3,196057806,196067555
chr1,102079877,102121176
chr9,107361520,107380869
chr4,183568132,183572831
chr20,29400001,63025520
chr17,38100001,81195210
chr7,147900000,159138663
chr17,1,10700000
chr17,24000000,81195210
chr12,1,35800000
chr11,92800001,121200000
chr1,198773092,198776291
chr4,112237627,112243476
chr2,33763669,33768018
chr7,4823004,4846653
chr4,149098926,149102425
chr4,188040882,188044331
chr1,168571341,168575140
chr12,40497236,40500885
chr7,5881054,5887053
chr2,132158853,132202452
chr20,16662100,16667049
chr10,18840824,18863173
chr16,46402010,46501409
chr2,628423,634222
chr21,42845182,42848531
chr1,109568142,109583091
chr10,133452740,133458239
chr7,155196619,155202018
chr19,30001806,30006505
chr12,74102186,74106485
chr9,132204270,132218019
chr10,126194340,126197339
chr13,57746600,57825149
chr1,229663292,230131691
chr3,136020013,136028762
chr12,16418436,16421935
chr8,1835483,1839482
chr3,11979003,11986152
chr4,20404078,20426577
chr11,121061536,121216385
chr2,112484252,112520151
chr7,31589355,31593704
chr17,37432640,37459489
chr4,173426251,173433200
chr1,198773092,198776291
chr17,19916,52415
chr9,137209870,137231369
chr21,36260132,36263731
chr18,76738501,76741900
chr7,4823004,4846653
chr7,992204,1004003
chr14,105313119,105363218
chr11,1241720,1266919
chr2,239132934,239150883
chr4,149364476,149367975
chr16,49888160,49893959
chr5,56246055,56249154
chr16,48417510,48420659
chr11,544096,568345
chr13,110433350,110442449
chr3,11757553,11763952
chr10,92616300,92619599
chr15,73659094,73662143
chr9,38065541,38070990
chr9,137279970,137303919
chr3,126067563,126079862
chr5,60625355,60630854
chr12,93962972,93966771
chr1,85665127,85668576
chr5,76504906,76508255
chr2,25562119,25566318
chr3,123165813,123169762
chr2,20422292,20426141
chr15,27111304,27114303
chr15,78110192,78113491
chr2,24712719,24715868
chr20,59822005,59829354
chr17,43905985,43925385
chr16,84223360,84232409
chr1,53791477,53794926
chr17,27892690,27943389
chr12,27928386,27934885
chr5,14142512,14146161
chr1,248545592,248548941
chr9,35604141,35611890
chr20,47243493,47250692
chr10,92921400,92924649
chr10,81203624,81206723
chr5,14870562,14873611
chr10,75632674,75635623
chr13,96741250,96744199
chr4,122871276,122873975
chr12,106636923,106643022
chr5,56109905,56113204
chr6,35463239,35466738
chr19,19837096,19840495
chr12,91721122,91724471
chr9,9841191,9861390
chr9,9889941,9897940
chr4,60287931,60295330
chr3,183541759,183547058
chr10,18840824,18863173
chr16,46402010,46501409
chr2,628423,634222
chr1,109568142,109583091
chr12,37868436,38954035
chr17,77674021,77684270
chr1,229663292,230131691
chr22,42431127,42448326
chr13,113785150,113793749
chr7,156771569,156777768
chr2,97845896,97911654
chr17,37997340,38020189
chr1,1029402,1041001
chr4,1414726,1423146
chr17,510166,518415
chr3,185534909,185541208
chr6,31336138,31342337
chr17,37432640,37459489
chr17,42726340,42763689
chr17,30310503,30332702
chr1,26446778,26465477
chr10,72855774,72871273
chr4,1059576,1066475
chr17,91066,95065
chr20,62747656,62767805
chr7,155138424,155142126
chr19,37968506,37971005
chr2,241845150,241877549
chr4,173426251,173433200
chr1,198773092,198776291
chr3,162129009,162156108
chr2,129783753,129788052
chr20,26261000,26319569
chr10,18840824,18863173
chr2,628423,634222
chr21,42845182,42848531
chr1,711052,847801
chr6,153954424,153967023
chr19,27732251,28102205
chr11,54793270,54996119
chr4,60814481,60818680
chr3,90258263,90504854
chr5,6711562,6715661
chr3,131707363,131714562
chr4,130065676,130069225
chr7,57713688,57764287
chr12,16418436,16421935
chr2,106694141,106701290
chr8,9478130,9501829
chr16,48417510,48420659
chr2,241845150,241877549
chr4,173426251,173433200
chr2,33763669,33768018
chr2,196170578,196175027
chr14,102177211,102181010
chr11,20843870,20850719
chr6,132707174,132713273
chr2,222084829,222090628
chr10,89232550,89254949
chr10,81485488,81501297
chr20,26261000,26319569
chr2,189118878,189123227
chr10,18840824,18863173
chr16,46402010,46501409
chr10,96868440,96877689
chr2,628423,634222
chr6,62178591,62231107
chr19,27732251,28102205
chr9,83958421,83975720
chr1,224200842,224217791
chr7,155196619,155202018
chr8,145535532,145563181
chr12,37868436,38954035
chr18,46023991,46041340
chr3,90258263,90504854
chr16,1268760,1377859
chr12,74102186,74106485
chr19,1220546,1261245
chr19,1456896,1472995
chr3,131707363,131714562
chr20,62446706,62469705
chr4,6783075,6789974
chr22,42431127,42448326
chr16,1013960,1038009
chr13,113785150,113793749
chr2,241757650,241760849
chr4,171063551,171074050
chr15,78110192,78113491
chr12,16418436,16421935
chr16,88553560,88617659
chr7,73825694,73875843
chr20,59822005,59829354
chr9,138794770,138801019
chr14,105604219,105690618
chr16,48417510,48420659
chr6,34696789,34705588
chr3,51037413,51072712
chr7,156771569,156777768
chr9,137209870,137231369
chr2,242862750,243101834
chr8,77544235,77558684
chr7,992204,1004003
chr1,206282142,206288591
chr2,172905477,172910826
chr4,88927402,88931801
chr8,1948133,1952282
chr8,138125158,138128257
chr17,30808503,30834152
chr16,47176260,47195009
chr9,114244870,114254469
chr14,103241761,103250660
chr3,196932106,196940305
chr21,11184831,11188129
chr16,57360360,57369159
chr9,136855670,136859519
chr9,139007870,139021569
chr19,1527946,1578195
chr6,107434524,107440523
chr21,47587474,47592023
chr7,191047,195246
chr3,196694556,196697655
chr4,185745582,185748531
chr14,100258561,100262160
chr16,88850110,88875759
chr4,128953676,128996625
chr19,21635256,21640305
chr2,241845150,241877549
chr4,173426251,173433200
chr2,33763669,33768018
chr6,132707174,132713273
chr2,222084829,222090628
chr4,164612726,164615725
chr10,89232550,89254949
chr10,81485488,81501297
chr20,26261000,26319569
chr2,189118878,189123227
chr10,18840824,18863173
chr16,46402010,46501409
chr10,96868440,96877689
chr2,628423,634222
chr21,42845182,42848531
chr6,62178591,62231107
chr1,711052,847801
chr19,27732251,28102205
chr9,83958421,83975720
chr7,155196619,155202018
chr8,145535532,145563181
chr4,146917676,146928575
chr12,37868436,38954035
chr18,46023991,46041340
chr4,60814481,60818680
chr10,42532324,42784473
chr5,6711562,6715661
chr15,71706393,71714492
chr19,1220546,1261245
chr10,38771324,38905123
chr3,131707363,131714562
chr4,2043828,2070927
chr20,62446706,62469705
chr4,130065676,130069225
chr9,136931420,136944019
chr13,89419200,89440499
chr4,1871378,1875227
chr15,78110192,78113491
chr12,16418436,16421935
chr2,106694141,106701290
chr7,73825694,73875843
chr16,48417510,48420659
chr9,70320371,70573420
chr8,77544235,77558684
chr2,172905477,172910826
chr4,2231628,2271527
chr2,132896553,132946752
chr9,114244870,114254469
chr4,189892482,189897881
chr17,1,81195210
chr20,1,63025520
chr15,1,102531392
chr4,173426251,173433200
chr5,23896105,23920554
chr2,33763669,33768018
chr7,56759236,56770235
chr4,188040882,188044331
chr12,104729873,104733122
chr2,189118878,189123227
chr21,42845182,42848531
chr3,131707363,131714562
chr8,7195930,7838129
chr16,208961,227010
chr8,131060408,131063457
chr10,51294274,51497623
chr2,193197578,193743277
chr7,205597,217146
chr2,241670550,241694799
chr2,193763928,193766777
chr2,241845150,241877549
chr2,242862750,243101834
chr17,19916,52415
chr9,137209870,137231369
chr14,101922811,101948110
chr21,36260132,36263731
chr5,1419812,1449111
chr2,33763669,33768018
chr14,105604219,105690618
chr19,1456896,1472995
chr11,1072396,1086845
chr18,76738501,76741900
chr7,4823004,4846653
chr3,11979003,11986152
chr7,992204,1004003
chr14,105313119,105363218
chr8,144808552,144857001
chr8,144989552,145019351
chr4,111611977,111618276
chr4,133179026,133197575
chr16,1013960,1038009
chr8,144678747,144686246
chr13,63954600,64042299
chr4,993426,1007875
chr12,133084230,133091779
chr4,2043828,2070927
chr9,136855670,136859519
chr7,56759236,56770235
chr18,69140459,69488608
chr16,568060,781309
chr4,188040882,188044331
chr12,104729873,104733122
chr17,510166,518415
chr22,23411023,23414122
chr16,47176260,47195009
chr5,14580812,14583961
chr4,9966328,9972477
chr22,21686373,21786872
chr6,67801396,67857945
chr4,34989381,35045330
chr18,70142959,70172908
chr8,144136415,144156214
chr19,21831606,21840955
chr7,157716719,157721518
chr9,705491,709190
chr8,624240,627439
chr13,114504644,114508493
chr21,34692882,34697481
chr4,162405076,162438525
chr12,40556136,40567885
chr19,11294096,11297345
chr9,106608720,106652169
chr2,189118878,189123227
chr8,7195930,7838129
chr10,51294274,51497623
chr2,193197578,193743277
chr20,29521539,29561588
chr2,242862750,243101834
chr9,137209870,137231369
chr14,101922811,101948110
chr21,36260132,36263731
chr5,1419812,1449111
chr14,105604219,105690618
chr19,1456896,1472995
chr11,1072396,1086845
chr3,11979003,11986152
chr4,101958153,101966252
chr14,105313119,105363218
chr16,1013960,1038009
chr18,12634639,12704138
chr8,144678747,144686246
chr16,48417510,48420659
chr14,103983311,104019410
chr4,46034669,46056468
chr12,40743786,40764585
chr4,2043828,2070927
chr9,136855670,136859519
chr2,241757650,241760849
chr18,57591359,60942958
chr11,89484498,89567347
chr16,1812010,1919109
chr16,27340060,27352009
chr20,60638405,60651504
chr16,47176260,47195009
chr20,59822005,59829354
chr17,3363316,3515016
chr6,103156124,103268473
chr3,147823263,147840612
chr12,40710086,40726735
chr15,39371255,39377454
chr5,26383055,26395554
chr16,55599310,55619659
chr6,135352324,135363373
chr19,21831606,21840955
chr20,22146500,22153549
chr6,135319124,135325523
chr15,79176692,79184291
chr10,133452740,133458239
chr19,30001806,30006505
chr10,42532324,42784473
chr17,77674021,77684270
chr9,132204270,132218019
chr10,38771324,38905123
chr7,73825694,73875843
chr1,228254442,228260891
chr19,28771956,28777455
chr8,131060408,131063457
chr1,232891742,232898591
chr1,16366378,16389977
chr1,249135692,249203541
chr4,190866032,190926331
chr1,249216842,249228449
chr2,32023,35722
chr7,4155504,4162753
chr2,129783753,129788052
chr4,188040882,188044331
chr14,26282524,26285673
chr4,39708381,39714130
chr10,132988040,132992139
chr11,25749670,25754519
chr15,71706393,71714492
chr2,189118878,189123227
chr6,168716068,168719567
chr4,20404078,20426577
chr1,16366378,16389977
chr2,115626703,115640352
chr10,107995090,108006689
chr15,25419254,25463303
chr6,62924758,62930307
chr3,125673013,125679812
chr10,14994174,15061873
chr6,57159608,57166907
chr20,29803910,31607188
chr20,29803910,31607188
chr20,29803910,31607188
chr4,93538553,93580502
chr2,166009077,166017226
chr4,130065676,130069225
chr3,136020013,136028762
chr7,75356844,75371343
chr17,19916,52415
chr9,137209870,137231369
chr14,101922811,101948110
chr21,36260132,36263731
chr5,1419812,1449111
chr14,105604219,105690618
chr19,1456896,1472995
chr10,107995090,108006689
chr7,4823004,4846653
chr3,11979003,11986152
chr14,105313119,105363218
chr8,144808552,144857001
chr11,1241720,1266919
chr4,111611977,111618276
chr16,1013960,1038009
chr18,12634639,12704138
chr16,49888160,49893959
chr8,144678747,144686246
chr16,48417510,48420659
chr9,128507620,128523769
chr4,60324031,60348330
chr4,32286478,32306427
chr9,139007870,139021569
chr19,534846,543445
chr12,133084230,133091779
chr6,32357739,32361488
chr4,2043828,2070927
chr9,136855670,136859519
chr14,105804069,105966368
chr8,1948133,1952282
chr2,241757650,241760849
chr16,568060,781309
chr18,57591359,60942958
chr8,145535532,145563181
chr6,62924758,62930307
chr3,196694556,196697655
chr21,24767781,24791380
chr2,213357278,213371777
chr6,170107442,170141141
chr2,47796069,47804718
chr7,191047,195246
chr22,23411023,23414122
chr4,2231628,2271527
chr15,78110192,78113491
chr5,6711562,6715661
chr16,47176260,47195009
chr13,72099000,72176399
chr9,139216999,139271119
chr16,82159410,82186109
chr21,15588981,15604980
chr3,2494353,2498752
chr6,138311874,138316173
chr9,139936320,140019869
chr6,32344589,32350738
chr4,9966328,9972477
chr22,21686373,21786872
chr19,1527946,1578195
chr3,83969263,84073512
chr4,34322181,34426080
chr3,163921759,164017008
chr10,14994174,15061873
chr9,139696270,139751519
chr13,85529700,85580149
chr6,140910424,140959023
chr2,29337019,29377068
chr7,15685605,15723804
chr6,67367196,67393195
chr13,83260350,83283349
chr17,37997340,38020189
chr6,67193146,67215145
chr21,22886281,22901280
chr11,9315970,9329719
chr14,105770469,105782418
chr5,101706063,101717612
chr6,135352324,135363373
chr21,20936381,20945080
chr6,29334188,29342637
chr6,137986924,137994223
chr6,57159608,57166907
chr6,135319124,135325523
chr10,8688024,8692473
chr4,9971928,10055427
chr19,35758256,35761955
chr18,46023991,46041340
chr14,53387514,54274563
chr14,54333914,54419513
chr9,123951620,123961769
chr14,54426614,54432613
chr17,16000001,22200000
chr20,1,63025520
chr1,1,28000000
chr11,63400000,135006516
chr2,242862750,243101834
chr2,242862750,243101834
chr17,19916,52415
chr4,92270703,92286102
chr15,25419254,25463303
chr2,102967691,102973790
chr6,108609824,108615673
chr8,40468783,40475982
chr1,168571341,168575140
chr9,90816221,90822420
chr21,42845182,42848531
chr12,125023750,125027399
chr7,155196619,155202018
chr19,30001806,30006505
chr20,61070405,61078854
chr3,136020013,136028762
chr8,7195930,7838129
chr17,62901304,62923703
chr6,168716068,168719567
chr13,114919849,114931198
chr20,8050400,8088549
chr20,132950,154249
chr1,6064128,6067477
